,,,,,,,,,With High Seas,,,,Without High Seas,,,,
,,,,,,,,,Outbound_Inbound,,Outbound_inbound,,Outbound_Inbound,,Outbound_inbound,,Clear
,ISO3,,CSCC-DJO,,,CSCC-Tol,,,Transfer_T_wealth_DJO,,Transfer_T_wealth_Tol,,Transfer_T_wealth_DJO,,Transfer_T_wealth_Tol,,
,,,USD(2020)/tCO2,,,USD(2020)/tCO2,,,b USD(2020) (10^9),,b USD(2020) (10^9),,b USD(2020) (10^9),,b USD(2020) (10^9),,123
,,,Mean,Std,Var,Mean,Std,Var,Mean,Std,Mean,Std,Mean,Std,Mean,Std,
91,ATG,Antigua and Barbuda,0,0,0,9.67E-05,4.10E-05,1.68E-09,0.716830121,0.115794376,0.090996852,0.017514976,0.716830121,0.115794376,0.091578676,0.017510311,1
92,COD,Congo [DRC],0.184300235,0.134315174,0.018040566,0.970817135,0.413746834,0.171186442,-1.804920238,1.404208969,-9.948789926,4.476683742,-0.695734224,0.580563327,-4.106058434,1.850426588,1
93,GNB,Guinea-Bissau,0.005037746,0.003224552,1.04E-05,0.016997372,0.007278917,5.30E-05,0.634326132,0.11587897,-0.086345912,0.080463512,0.664645126,0.111694822,0.015950468,0.036579624,1
94,MWI,Malawi,0.15118466,0.125694781,,0.25892537,0.110284652,,-1.551033659,1.289527893,-2.656367161,1.131432303,-0.641149254,0.533050873,-1.098059873,0.467699055,1
95,TZA,Tanzania,0.226516693,0.156612421,0.02452745,0.48618808,0.206970356,0.042836728,-0.77164657,1.658641793,-4.788707284,2.238696477,0.591613478,0.721989238,-1.86265015,0.925164634,0
96,HTI,Haiti,0.017556077,0.01033965,0.000106908,0.101746305,0.043593962,0.001900434,0.484873298,0.153118885,-0.958500217,0.47160172,0.59053217,0.116493056,-0.346153854,0.195424959,0
97,BLR,Belarus,0.13405353,0.038566356,,0.018440583,0.007895071,,-1.375281975,0.395659956,-0.189185629,0.080997109,-0.568498954,0.163553566,-0.078203477,0.033481695,1
98,GIN,Guinea,0.020813597,0.013544692,0.000183459,0.14659395,0.062676118,0.003928296,0.442916509,0.177403026,-1.419696737,0.677967795,0.568180324,0.121230238,-0.537440893,0.280516962,0
99,DZA,Algeria,0.330147802,0.167914322,0.028195219,0.102155242,0.043450625,0.001887957,-2.544139154,1.793894493,-0.93986254,0.470535818,-0.557189305,0.751437193,-0.325055048,0.195303581,1
100,NPL,Nepal,0.122467685,0.110007239,,0.307176784,0.131498638,,-1.256420471,1.128586269,-3.151388063,1.349070831,-0.519365291,0.466522593,-1.302686175,0.557664079,1
101,TLS,Timor-Leste,0,0,0,0.008931398,0.003831695,1.47E-05,0.486006677,0.078507917,-0.029261225,0.043091348,0.486006677,0.078507917,0.024491187,0.020830794,1
102,MLI,Mali,0.11086897,0.087088373,,0.131754957,0.056424636,,-1.137426941,0.893457037,-1.351700453,0.57887163,-0.470177053,0.369327454,-0.558751083,0.239287595,1
103,SLV,El Salvador,0.042749907,0.027026346,0.000730423,0.017210467,0.007361022,5.42E-05,0.172462688,0.30083743,-0.098152367,0.080986802,0.429747218,0.153394991,0.005426497,0.036118037,1
104,ERI,Eritrea,0.019350278,0.016475332,0.000271437,0.110900236,0.047265825,0.002234058,0.303357718,0.189559219,-1.073343449,0.511471833,0.419814747,0.107636712,-0.405905393,0.211655321,0
105,SYR,Syria,0.11350629,0.062027564,0.003847419,0.092675825,0.039244149,0.001540103,-1.098493951,0.657806899,-0.942311559,0.424899657,-0.415371713,0.272079127,-0.38455465,0.175639408,1
106,TCD,Chad,0.093291874,0.060935367,,0.089505098,0.038153581,,-0.957099994,0.625148116,-0.918250703,0.391425222,-0.39563548,0.25841686,-0.379576387,0.161803058,1
107,SDN,Sudan,0.216636656,0.181679158,0.033007316,0.21153153,0.090427419,0.008177118,-1.692045031,1.892252197,-2.102070169,0.978028154,-0.388246644,0.785823825,-0.828996293,0.404326731,1
